Where was conflict with Nubia and Egypt felt the urge to defend their borders by building forts deep into?	0.2613
Was spoken Coptic almost extinct by the 17th century?	0.9243
Who reached pinnacle during the New Kingdom, after which entered a period of slow decline?	-0.4016
Was but the written language preserved in other Egyptian varieties?	-0.4016
How do the pyramids describe the afterlife?	0.9243
When the Middle Kingdom was defeated, what was the next phase of the Thirteenth Dynasty?	0.9243
Does everything known about Khufu come from inscriptions in Khufu necropolis at Giza?	0.9243
Why have in addition, because pre-Coptic Egyptian is recorded over a full 2000 years, the Archaic and late stages being separated by the amount of time that separates old Latin from modern italian, significant phonetic changes must occur?	-1.0646
Is he possibly also the Nibhurrereya of the Amarna letters?	-1.7275
When did Howard Carter die?	0.9243
Did Mentuhotep II command military campaigns south as far as the Second Cataract in Nubia?	0.9243
Are many buildings of Khufu lost?	0.9243
What did the deserts protect?	0.9243
When did the Egyptian language begin to become a literary language?	0.9243
From which place be One of the two female mummies, KV21A, may well the infants' mother, and, thus, Tutankhamun's wife, Ankhesenamun?	-1.0646
Where is source Strabo, who was alive at the time of the event and might even have been in?	-1.0646
Why been he has, since the discovery of he intact tomb, refer?	-1.7275
How tall was Tutankhamun?	0.9243
Did Afroasiatic * /l/ merge with Egyptian ⟨n⟩, ⟨r⟩, ⟨ꜣ⟩ ,?	-0.4016
Why did Octavian order Octavian freedman Epaphroditus to guard Cleopatra to prevent Cleopatra from committing suicide?	-0.4016
Was Tutankhamun wet nurse a woman called Maia?	0.2613
Where did exhibition tour start in?	0.2613
Why is it still unclear how long Khufu ruled over Egypt?	0.9243
What was the name of the expedition to Punt in the 33rd regnal year?	0.9243
Do a three-vowel system /a i u/?	-1.7275
Why is a third one shows the earliest known depiction of royal warfare: the scene call "archers prepare"?	-1.0646
In late 2013, which Egyptologist Dr. and scientists from the Cranfield Institute performed a "virtual autopsy" of Tutankhamun, revealing a pattern of injuries down one side of Tutankhamun body?	-1.0646
Why did old * /aː/ surfaces as /uː/ after nasals and occasionally other consonants: ⟨nṯr⟩' god' * /ˈnaːcar/> /ˈnuːte/ ⟨noute⟩  /uː/ has acquired phonemic status, as is evidenced by minimal pairs like' to approach' ⟨hôn⟩ /hoːn/ <* /ˈçaːnan/ ẖnn?	-1.7275
Why are the three main sets of personal pronouns have?	-1.7275
Where did exhibition tour move to the British Museum, followed by the Discovery Times Square Exposition in?	-1.0646
What was the name of Senusret and what other names?	-1.0646
Who was the Roman governor of Syria?	0.9243
Did the Khenti-Amentiu epithet date to at least the first dynasty?	0.9243
How many dismembered parts of Osiris were in the molds?	0.9243
Was a large force detected a message was sent for the main army corps?	-1.7275
May Khufu have viewed Khufu as a divine creator?	-1.0646
Did Egypt become a province of the recently established Roman Empire?	0.9243
What is the difference between the later forms and the singular?	-0.4016
When Ptolemy XIV died, allegedly poisoned by Ptolemy XIV older sister, who made Caesarion her co-regent and successor and gave Ptolemy XIV the epithets Theos Philopator Philometor ?	-1.0646
Why be although the same graphemes are used for the pulmonic stops , the existence of the former may infer?	-1.7275
What were the lighter Bronze Age type war chariots incapable of doing when the battle between Egypt and Syria broke out?	0.9243
Where did this result in a peak in?	-1.7275
Why were as a result, composite bows use as much?	-1.0646
In what language did   merged into  and /h/ ?	-1.7275
Why did in his 20th regnal year, Amenemhat establish Amenemhat son Senusret I?	-0.4016
Is One of the best-known 18th Dynasty pharaohs Amenhotep IV?	0.9243
Are among the typological features of Egyptian that are typically Afroasiatic Afroasiatic fusional morphology?	-0.4016
How long was Egyptian spoken from 2600 BC?	0.2613
Did the great expanses of the desert form a barrier that protected the river valley?	0.9243
Which if did suffer from a bone disease which was crippling, did suffer from a bone disease which was crippling may not have been fatal?	-1.0646
How many months did 100,000 men work in the Arabian mountains?	0.9243
Did the New Kingdom follow the Second Intermediate Period?	0.9243
Was ⟨j⟩ in the dialect on which the written language based?	0.9243
In which place was Meidum pyramid, named for its location the first to have an above-ground burial chamber?	0.2613
Which the ancient historian estimates that the total number of workers was 300.000 and that the building works lasted for 20 years?	-1.0646
In which place did Sea Peoples presence may have contribute to the formation of new states, such as Philistia, in this region after the collapse of the Egyptian Empire?	-0.4016
Who handed the murderers over to Syria Marcus Calpurnius Bibulus in chains, whereupon The became bitter enemies of the queen?	-0.4016
Where did Plutarch claim that Ptolemy I established the cult after dreaming of a colossal statue at Sinope in?	-0.4016
In another scene, close by, who wears the Atef-crown while smiting an enemy?	0.2613
Where is cause the Hekla 3 eruption of the Hekla volcano in?	-1.0646
Why been Egyptian has well-understood since then, although certain points of the verbal inflection remained open to revision until the mid-20th century, notably?	-1.0646
Did the 1922 discovery by Howard Carter of Tutankhamun spark a renewed public interest in ancient Egypt?	0.9243
When was Senusret I killed?	0.9243
Where did plutarch and others have note that the sacrifices to?	-0.4016
Were believed to be associated with Osiris at death?	-1.7275
Which to protect treasures and books of wisdom, built the three pyramids of Giza?	-1.7275
Why do ancient egyptian sources regard these as the first kings of the Thirteenth Dynasty, though the Thirteenth Dynasty is misleading?	-1.7275
How long was the Middle Kingdom period?	0.9243
When did the first pharaoh develop?	0.2613
Was who declared pharaoh by pharaoh supporters?	0.9243
Why is that probably?	-1.7275
Did the geography of Egypt serve to isolate Egypt?	0.9243
When did the Late Egyptian period begin?	0.9243
When did Khufu rule?	0.9243
Did the Egyptian language evolve into Demotic by the time of Classical Antiquity?	0.9243
Who did Cleopatra rule with?	0.9243
Why is this remarkable?	-1.7275
Where was ancient Egypt an ancient civilization of eastern North Africa, concentrated along the northern reaches of the Nile River in?	-0.4016
Who was nine years old when became Pharaoh and reigned for approximately ten years?	0.9243
Why is it unknown as to why Khufu would use a shortened name version?	0.9243
The Old Kingdom and The Old Kingdom royal power reached a zenith under what dynasty?	0.9243
What is the throne hieroglyph in the word sjr based on?	0.9243
Where did armies build a border fort at?	0.9243
Did the Proto-Afroasiatic voiced consonants * /d z ð/ developed into pharyngeal ⟨ꜥ⟩ /ʕ/: ꜥr.t' portal '?	-1.0646
Where is the State Collection of Egyptian Art located?	0.9243
Why were molds make from the wood of a red tree in the forms of the sixteen dismembered parts of Osiris, the cakes of' divine' bread were made from each mold, placed in a silver chest and set near the head of the god with the inward parts of Osiris?	-1.0646
Did the Egyptian language belong to the Afroasiatic language family?	0.9243
Was Nefertiti bold enough to perform rituals to the Aten?	0.2613
Osiris was at times considered the eldest son of the god Geb, though other sources state Osiris father is the sun-god Ra, and the sky goddess Nut, as well as being brother and husband of Isis, which with being considered posthumously begotten son?	-1.0646
Did the new form that emerged in the New Kingdom show Egypt becoming more organized to serve Egypt needs?	-1.0646
The following consonants are reconstructed for Archaic and Old Egyptian , with IPA equivalents in square brackets if The following consonants differ from the usual transcription scheme: who has no independent representation in the hieroglyphic orthography, and it is frequently written as if were /n/ or /r/.?	-1.0646
Where did pharaoh Snefru abandon its after the outside casing fell off of the Meidum pyramid, named for its location in?	-1.0646
What happened at this time?	-1.7275
Through syncretism with Iah, who is also the god of the Moon?	0.9243
What is the myth in which Osiris was described as an ancient king who taught the Egyptians the arts of civilization, including agriculture?	0.9243
Who was the first dynasty leader to increase the wealth of the Eighteenth dynasty?	0.9243
What is the lesser affinity of Egyptian with Semitic?	-0.4016
Did Osiris begin to be associated with the cycles observed in nature?	0.2613
Where did Egypt trade in ebony, incense, gold, copper and other useful metals?	0.9243
Why have in addition, because pre-Coptic Egyptian is recorded over a full 2000 years, the Archaic and late stages being separated by the amount of time that separates old Latin from modern italian, significant phonetic changes must occur?	-0.4016
Where does Middle Kingdom period comprise two phases, the 11th Dynasty, which ruled from?	-1.0646
How old was Cleopatra VII Philopator?	0.9243
What is the southern border of the Nile Delta?	0.9243
Did the pharaoh officially use two versions of Khufu birth name: Khnum-khuf?	-0.4016
How long did the ancient historian Herodotus reign?	0.9243
Why have Egyptians vocalized the name Asar, Yasar, Aser, Asaru, Ausar, Ausir, Wesir, Usir, Usire or Ausare?	0.9243
What was the height of the lighter bronze age type war chariots?	0.9243
How long was the water added to the Osiris figures?	0.9243
What is the necropolis of Egypt?	0.9243
Which the Bahr Yussef son succeeded the Bahr Yussef?	-1.0646
Was Egypt conquered by a succession of foreign powers in this late period?	-0.4016
Is Imhotep credited with the development of building with stone?	0.9243
Where do changes occur in the 1st millennium BC and the first centuries CE, leading to?	-0.4016
When did more changes occur in the 1st millennium BC and the first centuries CE?	0.2613
Which the royal family of is uncertain if was actually the biological son of Sneferu?	-1.7275
Khufu having is generally accepted as commissioned the Great Pyramid of Giza?	-1.7275
Why did however, in antiquity, Egyptian exert some influence on Classical Greek?	0.2613
Was Osiris considered not only a merciful judge of the dead in the afterlife?	0.2613
Where did latter build the Meidum pyramid, named for its location in?	-1.0646
What region did Egypt try to create a buffer between Egypt and during the Second Intermediate Period?	0.2613
In which place was conflict with the Gabiniani, powerful Roman troops of Aulus Gabinius who had left them to protect Ptolemy XII Auletes after his restoration to the throne in 55 BC one of the main causes of Cleopatra fall from power shortly afterward?	-1.0646
Did he also restore Egyptian hegemony over the Sinai region?	-1.7275
Where are papyri the earliest examples of imprinted papyri ever found in?	0.9243
Who and Miriam Lichtheim suspect that a difficult-to-assess depiction of Khufu was exactly what the author had planned?	-1.0646
Was during the intermediate periods government control in the hands of the various nomes ?	-1.0646
What is the base measurement of the Great Pyramid?	0.9243
Why do more changes occur in the 1st millennium BC and the first centuries CE?	0.2613
When did Mentuhotep II ascend the Theban throne?	0.9243
Who claims that chariots were responsible for the end of the Late Bronze Age?	0.9243
Why are several proposals have been made for the etymology and meaning of the original name; as Egyptologist Mark J. Smith notes, none?	-0.4016
Why are Vowels and other consonants add to the root to derive different meanings?	0.9243
Why do pre-coptic Egyptian show great dialectal differences in the written language?	0.9243
The following consonants are reconstructed for Archaic and Old Egyptian , with IPA equivalents in square brackets if The following consonants differ from the usual transcription scheme: who has no independent representation in the hieroglyphic orthography, and it is frequently written as if were /n/ or /r/.?	-1.0646
Be the struggle was to concluded by Mentuhotep II?	-1.7275
Who mentioned the asps in the story of Cleopatra being bitten?	0.9243
In 50 BC, who came into serious conflict with The GabinianiPtolemy XII Auletes?	0.9243
What dynasty was Tutankhamun a pharaoh of?	0.9243
Did Queen Tiye have political influence at court?	0.9243
With Mark Antony, Cleopatra bore the twins Cleopatra Selene II and Alexander Helios, which and son ?	-1.0646
Where did Caesar arrive in?	0.9243
Where did Octavian order Octavian freedman Epaphroditus to guard Cleopatra to prevent Cleopatra from committing suicide, because Octavian allegedly wanted to present Cleopatra in?	0.2613
What is the Middle Kingdom of Egypt also known as?	0.9243
The Old Kingdom is most commonly regarded as the period from what dynasty?	0.9243
What happened to the roots of the Egyptian language?	0.9243
Were Middle kingdoms well maintained?	0.9243
Who proposed that the Sphinx in Giza had been built by Djedefra as a monument to Egyptologist Vassil Dobrev father Khufu?	0.9243
Which the ancient historian also thinks that the Khufu pyramid was built with ramps, which were removed during the finishing of the lime stone shell?	-0.4016
Where did Cleopatra have Mark Antony order the death of Cleopatra sister, Arsinoe IV, who had been banished to the Temple of Artemis in?	0.2613
What city is Mendes?	0.9243
Where is the Dakhla Oasis located?	0.9243
Who reads the word as jsjrt but revises the reading to jsjrj and derives the reading from js-jrj, meaning "engendering principle"?	-0.4016
Which the later Egyptian historian called Khufu "Sûphis" and credited him with a rulership of 63 years?	-1.0646
Does the Middle Kingdom period comprise two phases?	0.9243
Where were the temples of the Hittite king Suppiluliuma I cult built?	0.9243
Why could but Cassius execute an invasion of Egypt?	-1.7275
Why is the consonant system of Coptic see?	-1.7275
In which place does rock inscription depict Khufu with the double crown?	0.9243
Why is it obvious that the figurines of king Pepy were added to the statue groups in later times?	0.9243
What did the New Kingdom achieve in the Second Intermediate Period?	0.9243
Was also used as a pharaonic title?	-1.7275
Where did Pharaoh build the three pyramids: a now collapsed pyramid in?	0.2613
Do a three-vowel system /a i u/?	-1.7275
Why been there are multiple possibilities: Egyptian had already undergone radical changes from Proto-Afroasiatic before it was recorded, the afroasiatic family has so far study with an excessively Semito-centric approach, or?	-1.0646
Why did from there, Ptolemy watch?	-1.0646
What is the liturgical language of the Coptic Orthodox Church of Alexandria?	0.9243
Why is however, the military possible that these titles and positions were much older, and simply were not recorded on funerary stele?	-1.0646
What is the shape of the wig that is made for a private lady?	0.2613
What happened after the Twelfth Dynasty was overthrown?	0.9243
What did DNA analysis show about malaria and Köhler disease II?	0.2613
Was a new era of building initiated at Saqqara under King Djoser reign?	0.9243
How long after Khufu did classical authors live?	0.2613
What was the first period of the New Kingdom?	0.9243
Why did nomarchs become hereditary?	0.9243
What was the first of three so-called "Kingdom" periods?	0.9243
What is the name of the capital of the Egyptian Empire?	0.9243
Why have however, differences must exist in speech?	-1.0646
How long did the Tuthmosis III and Amenhotep II require to be a successful bow?	-0.4016
How long did it take for a tomb to be robbed?	0.9243
When were bows made of wood?	0.9243
Were the Kings of Egypt associated with Osiris in death –?	0.2613
Who reigned for only twelve years, during which he continued consolidating Theban rule over the whole of Egypt, building a series of forts in the eastern Delta region to secure Egypt against threats from Asia?	-0.4016
Why did the Hittite king Suppiluliuma I may have occurred unexpectedly, before the completion of a grander royal tomb?	-1.0646
Who was the king of Giza during the 4th dynasty?	0.9243
Did receive worldwide press coverage?	-1.7275
What is the Kingdom of Punt?	0.9243
What was the reason for the new kingdom?	0.9243
Obviously, which The later Egyptian historian thought "Khéops" and "Sûphis" to be two different kings?	-1.7275
What was the name of Amenemhat son coregent?	0.2613
Where did the first labor strike occur?	0.9243
Were Egyptian used on official court documents such as the Rosetta Stone?	0.9243
Why did once 750 x 750 ft and today a height of 455.2 ft had been 481 ft high, but the pyramidion and the limestone casing are completely lost?	-0.4016
How did Egyptian pharaohs accentuate their divine origin and status?	0.9243
Did Egypt enter a period of weak Pharaonic power?	0.9243
Are scarce?	-1.7275
Does the second version do not?	-1.7275
What is the Atef crown made of?	0.9243
Why did Cleopatra side with the Caesarian party in the Roman civil war between the Caesarian faction, led by Mark Antony and Octavian, and the faction including the assassins of Caesar led by Marcus Junius Brutus the Younger and Gaius Cassius Longinus?	0.9243
Why did Sobekneferu rule no more than four years, and as Sobekneferu apparently had no heirs, when Sobekneferu died the Twelfth Dynasty came to a sudden end?	0.2613
Had son Ptolemy Philadelphus ?	-1.0646
When did the Late Egyptian period begin?	0.9243
Who were the Asiatic rulers of Avaris?	0.9243
Where did language evolve into Demotic by the time of Classical Antiquity, and finally into?	-0.4016
In what year did Mentuhotep III launch brutal campaigns in Nubia?	0.9243
When was the Charizard Medium Plush recalled?	0.4181
Why did during an interview, Pokémon Company president Tsunekazu Ishihara state Charizard was expected to be popular with North American audiences?	-0.8341
Why was however, because a Jynx had been animated with black skin instead of purple, a Jynx 13-second appearance cut?	-1.4603
Who, very mischievous and sometime malicious creatures, live in shadows of rooms, caves, and dark places where shadows form, especially in urban areas such as cities and back alleys but only during the night?	-0.8341
What is the Gym Leader of Hearthome City Gym?	-0.2080
Which whereas pre-evolutions Charmander and Charmeleon are ground-bound lizard like creatures, resembles a large traditional European dragon?	-1.4603
Why is because the main order of episodes 116 and 117 of Pokémon: Advanced Generation would have been during February which help build the ratings with the Grand Festival and Hoenn League episodes and it would have avoided offending people during February?	-1.4603
Do Two different Gyarados appear in the Pokémon Adventures manga?	1.0442
Where does Shadow Mewtwo appear as a boss character?	1.0442
Where did iGN call Gengar the best Ghost type Pokémon in Red and Blue, and also praised its appearance, citing a resemblance to?	-0.2080
Which author wrote that a was popular among girls?	-1.4603
Who appears in Pokémon Mystery Dungeon: Blue Rescue Team and Red Rescue Team on a team with an Alakazam and Tyranitar, who play a significant role in the story?	0.4181
What did IGN editor Audrey Drake call the Pokémon a "pimp"?	1.0442
What is the laziest Pokémon known?	1.0442
What was the first Pokémon from Gold and Silver to appear in the anime?	1.0442
In an open forum interview with ABC News, which Pokémon anime director noted a Meowth as Pokémon anime director favorite Pokémon, citing that while not a major character in the games, Pokémon anime director was in the anime?	0.4181
Where is mewtwo catchable in Pokémon HeartGold and SoulSilver in the same location as before after defeating all of the gym leaders in?	-1.4603
What did IGN readers say about Gyarados?	1.0442
How high can Charizards wings carry?	1.0442
Where being role in the Pokémon manga is under the ownership of Lorelei in?	-0.8341
When exposed to a Moon Stone, Jigglypuff evolves into what?	1.0442
Did game Freak modify Game Freak appearance by changing the original color of Game Freak face from black to the current color?	1.0442
In Pokémon Origins, which Pokémon is not canon, where another Charizard appears under the ownership of?	-0.2080
In which place is Gengar, known as Gangar , a Pokémon species in?	0.4181
What is the Guinness Book of World Records 2011 game edition?	1.0442
Where is Gengar known?	-0.2080
Did the player character from the Generation I game Pokémon Red?	-1.4603
Did their later appear in subsequent sequels?	-1.4603
In which place is Jigglypuff , known as Purin , a Pokémon species in?	0.4181
Is Meowth among the most recognizable Pokémon?	1.0442
During an interview, which Pokémon Company president stated that Mewtwo was expected to be popular with North American audiences, citing their preference for strong, powerful characters?	0.4181
Where did GamesRadar editor Carolyn Gudmundson describe a Meowth as being "no slouch" compared to?	-0.2080
In which place did people who live could have easily view The episode then?	-0.2080
Is traded between Red?	-1.4603
Why does it carry around a trademark marker, which it uses as a microphone?	-1.4603
Why have in Pokémon Chronicles, Marina have a Jigglypuff, but when a Jigglypuff uses Sing, people are not affected in part?	-0.8341
What allowed Pokémon to become a full-fledged Pokémon trainer and obtain a starter Pokémon?	0.4181
Who appears multiple times in the anime under various trainers such as Misty, Lance, Crasher Wake, and Nurse Joy?	1.0442
Why is as a result of being cloned from a sample of Mew's dna, Mewtwo an extremely powerful psychic, yet Mewtwo abilities surpass Mew's?	-0.2080
How do children play with Snorlax?	0.4181
What is the name of the island that Ash Ketchum eats the grapefruits of?	1.0442
How long does it take for Gyarados to calm down?	1.0442
What did editor lucas call Snorlax "one of the most recognizable pokémon"?	1.0442
How did Charizard help Ash reach Charizard goals?	1.0442
Who beat Gary again, in the 1st round of the Johto Conference, and was able to make to the quarter-finals, and achieve Top 8?	1.0442
Who is the most evolved of the three Ghost Pokémon in the First Generation?	1.0442
Why was the episode aired in USA?	1.0442
Is Charizard featured in the Pokémon anime series with the most recurring being from the main character Ash Ketchum?	-0.8341
Were which localized outside Japan as Pokémon Red?	-1.4603
Since it appeared in the Pokémon series, who has received generally positive reception?	1.0442
Along with Trip, Stephan, Cameron, and Virgil, who is the main rival of Ash in Unova?	1.0442
Who makes many appearances outside of the main series, including appearances in Pokémon Snap, Pokémon Trading Card Game, Pokémon Mystery Dungeon: Blue Rescue Team and Red Rescue Team, Pokémon Ranger, and Pokémon Go?	-1.4603
Does Meowth evolve into Persian?	1.0442
What is the size of the action figure by Tomy Toys?	1.0442
In which place is Jynx, known as Rougela , a Pokémon species in?	0.4181
Who is mentioned at the beginning of Diamond and Pearl when a red sets out on Diamond and Pearl quest?	0.4181
Where do friends help defend Lumiose City from?	-1.4603
What company is Charizard a Pokémon species in?	-0.8341
Who designed the second Mewtwo?	1.0442
Which GamesRadar editor described a Meowth as being "no slouch" compared to Snorlax, who GamesRadar editor described as the greatest Pokémon ever?	1.0442
How big is the Christmas Jigglypuff?	1.0442
Was Generation III considered the heaviest known Pokémon?	1.0442
Is a fictional character in the Pokémon franchise owned by Nintendo voiced by Rica Matsumoto?	-0.2080
Who and Katherine Noll called a Meowth the number one Normal type Pokémon and the tenth best Pokémon overall?	0.4181
What Pokémon series did a Jynx appear in?	1.0442
Who is the Pokémon anime director Masakazu Kubo?	0.4181
Where did Jigglypuff first appear?	1.0442
What did GameSpy editor Justin Leeper call Gyarados a choice for "more macho gamers"?	-0.2080
Is a Pokémon species in Nintendo?	-1.4603
Is Meowth voiced by Inuko Inuyama in Japanese?	1.0442
Is one of the few Pokémon that have the ability to speak human language?	-1.4603
What did GameSpy editor justin leeper say about the Flying and Water Type Pokémon?	1.0442
Why be however, since a Meowth does not wish to refute?	-1.4603
Have they later appeared in various merchandise?	-0.8341
Why are although Pokémon are counterparts, Pokémon not the same characters?	-1.4603
Did jay Goede voice Mewtwo in Mewtwo Strikes Back?	1.0442
What did Masakazu Kubo say about a Meowth?	1.0442
Is a fictional character in the Pokémon franchise owned by Nintendo voiced by Sarah Natochenny for the remainder of the anime?	1.0442
Where does player character, Sun, receive a letter from?	1.0442
Is Charizard the evolved form of Charmeleon?	1.0442
Has Charizard received positive reception from the media?	0.4181
Why are Meowth value for Meowth ability to collect coins using Meowth signature move, "Pay Day"?	-1.4603
Where does Harry Potter Meets Pokémon?	1.0442
When did Sarah Natochenny voice a fictional character in the Pokémon franchise owned by Nintendo?	0.4181
Which named after creator, , whose name can be taken to mean "wisdom" or "reason", was designed by Ken Sugimori and Atsuko Nishida, and intended to represent how was as a child, obsessed with catching bugs?	-0.8341
What is the name of the Japanese mythical creature that resembles Yamauba?	1.0442
Why did Series producer Junichi Masuda note that Mega Gengar was difficult to render in 3D?	1.0442
Who is the new male trainer that Tobias travels with?	1.0442
Where was another Gengar used in an attempt to capture a Nidorino?	-0.2080
What is the Japanese name for Jynx?	1.0442
How often does the roadblock in Pokémon X and Y occur?	1.0442
Did Gengar originally appear in the manga Capsule Monsters?	1.0442
Why was in 2004, the "Charizard Medium Plush" part of a major recall of 13 plush toys?	-0.8341
Why did the film Pokémon become more ambiguous?	-0.2080
Why did however, another editor state it was popular amongst people who have never seen the anime?	-1.4603
Why did the Jigglypuff not appear in the Pokémon series?	1.0442
Who has a pre-evolution, Smoochum, which evolves into when receives enough experience from battles and reaches level 30?	-1.4603
Is Charizard featured in printed adaptations such as Pokémon Adventures?	1.0442
Who is a large sea serpent Pokémon most similar in appearance to dragons seen in Chinese mythology?	0.4181
Why is in the anime, Charizard Charizard one Ash Ketchum has had?	-1.4603
Where does Jigglypuff evolve from Igglybuff when it reaches a certain point of happiness, and evolves into?	-1.4603
In Pokémon Mystery Dungeon, who is the main antagonist, and the leader of Team Meanies, which includes an Ekans and Medicham?	-0.2080
Are Gengar voiced in Japanese by Kōichi Sakaguchi?	-0.2080
What Pokémon game was the first to feature Gengar?	1.0442
Where was the first Pokémon movie released?	1.0442
How does Mewtwo evolve into Mega Mewtwo Y?	1.0442
Is one originally owned by Misty?	-1.4603
Where is a red Gyarados found in Pokémon Gold, Silver, and Crystal?	0.4181
Where was the giant Gengar battled in "Hello, Pummelo!" and "Enter The Dragonite"?	-0.8341
Who has used Snorlax?	-0.2080
In English, who voiced Mewtwo in Mewtwo Strikes Back and the Pokémon Live?	1.0442
Does by Nathan Price ?	-1.4603
What is the greatest Pokémon ever?	1.0442
Who is one of several Pokémon to gain a Mega Evolution in Pokémon X and Y.?	1.0442
Why was as a ten-year-old hailing from Pallet Town in the Kanto region, Ash Bulbasaur?	-1.4603
What is the character of the familiar master Zatouji parody of Ash?	-0.8341
Does Charizard appear in Pokémon Origins with main character Red as Charizard trainer?	0.4181
Were their renamed "Jynx"?	-1.4603
An orange, draconic Pokémon, who is the evolved form of Charmeleon and the final evolution of Charmander?	-0.8341
What is the name of the editor who said a Meowth provided a few laughs in Pokémon The Movie 2000?	1.0442
Did musical?	-1.4603
Was the character voiced by Hitoshi Takagi?	-1.4603
